GeneID	Symbol	Description	log10baseMean	log2FC
101929141	LOC101929141	coiled-coil domain-containing protein 144A-like	1.168	-0.851
5636	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2	2.833	0.269
125206	SLC5A10	solute carrier family 5 member 10	2.464	0.514
644815	FAM83G	family with sequence similarity 83 member G	2.978	0.911
26851	SNORD3B-1	small nucleolar RNA, C/D box 3B-1	2.434	0.627
780852	SNORD3B-2	small nucleolar RNA, C/D box 3B-2	2.436	0.81
780854	SNORD3D	small nucleolar RNA, C/D box 3D	2.415	0.703
780851	SNORD3A	small nucleolar RNA, C/D box 3A	3.226	0.798
780853	SNORD3C	small nucleolar RNA, C/D box 3C	2.203	0.942
22905	EPN2	epsin 2	2.775	-0.249
7732	RNF112	ring finger protein 112	2.171	0.848
224	ALDH3A2	aldehyde dehydrogenase 3 family member A2	3.354	0.561
218	ALDH3A1	aldehyde dehydrogenase 3 family member A1	2.504	1.713
9706	ULK2	unc-51 like autophagy activating kinase 2	2.59	-0.299
92521	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	3.121	0.436
347716	USP32P3	ubiquitin specific peptidase 32 pseudogene 3	2.15	-0.407
284194	LGALS9B	galectin 9B	2.594	1.692
23326	USP22	ubiquitin specific peptidase 22	3.559	0.189
25979	DHRS7B	dehydrogenase/reductase 7B	2.781	0.576
8834	TMEM11	transmembrane protein 11	2.763	0.379
256302	NATD1	N-acetyltransferase domain containing 1	2.324	-0.308
3768	KCNJ12	potassium inwardly rectifying channel subfamily J member 12	1.887	0.759
339263	LINC02693	long intergenic non-protein coding RNA 2693	2.248	-0.798
26118	WSB1	WD repeat and SOCS box containing 1	3.635	-0.394
8844	KSR1	kinase suppressor of ras 1	2.957	-0.999
3965	LGALS9	galectin 9	3.688	0.898
4843	NOS2	nitric oxide synthase 2	2.917	-1.407
201229	LYRM9	LYR motif containing 9	2.306	0.32
102724517	LOC102724517	uncharacterized LOC102724517	1.729	-0.407
23615	PYY2	peptide YY 2 (pseudogene)	1.081	-0.577
90410	IFT20	intraflagellar transport 20	2.674	-0.214
7126	TNFAIP1	TNF alpha induced protein 1	3.014	-0.565
26073	POLDIP2	DNA polymerase delta interacting protein 2	3.358	0.328
7448	VTN	vitronectin	1.208	-0.753
23098	SARM1	sterile alpha and TIR motif containing 1	2.724	0.329
113235	SLC46A1	solute carrier family 46 member 1	2.573	0.344
9058	SLC13A2	solute carrier family 13 member 2	2.382	2.281
94005	PIGS	phosphatidylinositol glycan anchor biosynthesis class S	3.097	0.351
230	ALDOC	aldolase, fructose-bisphosphate C	2.486	-0.412
83871	RAB34	RAB34, member RAS oncogene family	2.843	-0.715
6147	RPL23A	ribosomal protein L23a	4.24	0.558
116238	TLCD1	TLC domain containing 1	2.443	0.733
284086	NEK8	NIMA related kinase 8	2.47	0.292
9618	TRAF4	TNF receptor associated factor 4	3.456	0.725
55731	FAM222B	family with sequence similarity 222 member B	2.787	0.275
26284	ERAL1	Era like 12S mitochondrial rRNA chaperone 1	2.998	0.436
2319	FLOT2	flotillin 2	3.446	0.271
57649	PHF12	PHD finger protein 12	3.089	-0.186
101927018	LOC101927018	uncharacterized LOC101927018	1.093	-0.61
9220	TIAF1	replaced by ID 399687	2.816	0.533
57551	TAOK1	TAO kinase 1	3.187	-0.531
116236	ABHD15	abhydrolase domain containing 15	2.772	0.546
90313	TP53I13	tumor protein p53 inducible protein 13	3.252	0.704
84940	CORO6	coronin 6	2.207	-0.569
85464	SSH2	slingshot protein phosphatase 2	3.102	-0.421
374786	EFCAB5	EF-hand calcium binding domain 5	1.61	0.768
84081	NSRP1	nuclear speckle splicing regulatory protein 1	2.906	-0.195
6532	SLC6A4	solute carrier family 6 member 4	1.608	1.413
388364	TMIGD1	transmembrane and immunoglobulin domain containing 1	2.503	3.755
1362	CPD	carboxypeptidase D	3.359	-0.586
9527	GOSR1	golgi SNAP receptor complex member 1	3.055	0.19
107133515	SMURF2P1-LRRC37BP1	SMURF2P1-LRRC37BP1 readthrough transcribed pseudogene	2.629	0.242
440423	SUZ12P1	SUZ12 pseudogene 1	2.631	0.491
79736	TEFM	transcription elongation factor, mitochondrial	2.364	0.233
84282	RNF135	ring finger protein 135	2.74	0.383
107984974	LOC107984974	SMAD specific E3 ubiquitin protein ligase 2 (SMURF2) pseudogene	3.599	0.612
4763	NF1	neurofibromin 1	3.122	-0.336
101927057	LOC101927057	uncharacterized LOC101927057	1.435	-1.096
4974	OMG	oligodendrocyte myelin glycoprotein	1.291	-0.781
2124	EVI2B	ecotropic viral integration site 2B	2.967	-0.932
2123	EVI2A	ecotropic viral integration site 2A	2.665	-0.802
84440	RAB11FIP4	RAB11 family interacting protein 4	3.052	0.598
23512	SUZ12	SUZ12 polycomb repressive complex 2 subunit	3.014	-0.264
55288	RHOT1	ras homolog family member T1	2.829	-0.227
503640	ARGFXP2	arginine-fifty homeobox pseudogene 2	0.994	-0.52
64149	C17orf75	chromosome 17 open reading frame 75	2.607	0.35
4642	MYO1D	myosin ID	3.9	1.271
105371734	LOC105371734	uncharacterized LOC105371734	1.143	0.541
102724715	MYO1D-DT	MYO1D divergent transcript	1.429	0.641
26022	TMEM98	transmembrane protein 98	3.313	1.087
102724731	LOC102724731		1.482	1.487
40	ASIC2	acid sensing ion channel subunit 2	1.3	0.995
6347	CCL2	C-C motif chemokine ligand 2	3.239	-0.957
6354	CCL7	C-C motif chemokine ligand 7	1.079	-2.143
6356	CCL11	C-C motif chemokine ligand 11	2.913	-1.414
10693	CCT6B	chaperonin containing TCP1 subunit 6B	1.752	0.283
3980	LIG3	DNA ligase 3	2.884	0.154
54475	NLE1	notchless homolog 1	2.566	0.268
105371932	LOC105371932	uncharacterized LOC105371932	1.548	-0.55
162394	SLFN5	schlafen family member 5	2.975	-1.09
91607	SLFN11	schlafen family member 11	2.946	-1.193
105371933	LOC105371933	uncharacterized LOC105371933	1.378	-1.328
55106	SLFN12	schlafen family member 12	2.302	-1.067
146857	SLFN13	schlafen family member 13	2.848	-0.42
100506736	SLFN12L	schlafen family member 12 like	2.108	-0.991
342618	SLFN14	schlafen family member 14	1.074	-0.804
105371743	SNHG30	small nucleolar RNA host gene 30	2.338	0.358
91608	RASL10B	RAS like family 10 member B	1.489	-2.325
79148	MMP28	matrix metallopeptidase 28	3.009	1.553
8148	TAF15	TATA-box binding protein associated factor 15	3.592	0.401
201299	RDM1	RAD52 motif containing 1	1.384	0.912
6360	CCL16	C-C motif chemokine ligand 16	1.032	-0.961
6358	CCL14	C-C motif chemokine ligand 14	2.487	-1.058
6359	CCL15	C-C motif chemokine ligand 15	2.561	1.331
107985068	LOC107985068	uncharacterized LOC107985068	1.485	1.319
6362	CCL18	C-C motif chemokine ligand 18	2.979	-3.288
414062	CCL3L3	C-C motif chemokine ligand 3 like 3	2.395	0.903
101060321	TBC1D3G	TBC1 domain family member 3G	2.029	0.261
84218	TBC1D3F	TBC1 domain family member 3F	1.842	0.33
9326	ZNHIT3	zinc finger HIT-type containing 3	2.825	0.317
80179	MYO19	myosin XIX	3.127	0.275
79893	GGNBP2	gametogenetin binding protein 2	3.239	0.191
79154	DHRS11	dehydrogenase/reductase 11	3.4	1.921
107985031	LOC107985031	uncharacterized LOC107985031	1.743	1.44
79922	MRM1	mitochondrial rRNA methyltransferase 1	2.521	0.728
105371750	LOC105371750	uncharacterized LOC105371750	1.259	0.814
26574	AATF	apoptosis antagonizing transcription factor	3.02	0.244
6871	TADA2A	transcriptional adaptor 2A	2.684	0.348
11072	DUSP14	dual specificity phosphatase 14	2.328	-1.912
105371755	LOC105371755	uncharacterized LOC105371755	2.177	1.495
6928	HNF1B	HNF1 homeobox B	2.674	1.258
107985009	LOC107985009	uncharacterized LOC107985009	0.984	1.023
105371754	LOC105371754	uncharacterized LOC105371754	1.411	1.207
84311	MRPL45	mitochondrial ribosomal protein L45	2.923	0.29
57636	ARHGAP23	Rho GTPase activating protein 23	2.832	-1.25
101929494	LOC101929494	uncharacterized LOC101929494	1.039	-0.677
100170841	EPOP	elongin BC and polycomb repressive complex 2 associated protein	2.125	-0.826
105371764	LOC105371764		1.017	-1.104
284106	CISD3	CDGSH iron sulfur domain 3	3.358	1.053
54883	CWC25	CWC25 spliceosome associated protein homolog	3.036	-0.31
109617002	SNORA21B	small nucleolar RNA, H/ACA box 21B	0.993	-0.633
619505	SNORA21	small nucleolar RNA, H/ACA box 21	1.297	-0.515
100505576	LINC00672	long intergenic non-protein coding RNA 672	2.2	0.337
100131347	RDM1P5	RDM1 pseudogene 5	1.446	-1.046
57125	PLXDC1	plexin domain containing 1	2.821	-1.384
6143	RPL19	ribosomal protein L19	4.38	0.37
342667	STAC2	SH3 and cysteine rich domain 2	1.084	-0.652
51755	CDK12	cyclin dependent kinase 12	3.123	-0.213
84152	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B	3.842	1.509
8557	TCAP	titin-cap	1.505	0.894
93210	PGAP3	post-GPI attachment to proteins phospholipase 3	3.158	1.432
2064	ERBB2	erb-b2 receptor tyrosine kinase 2	3.644	1.183
84299	MIEN1	migration and invasion enhancer 1	3.074	0.683
2886	GRB7	growth factor receptor bound protein 7	2.691	1.26
55876	GSDMB	gasdermin B	3.277	0.426
5709	PSMD3	proteasome 26S subunit, non-ATPase 3	3.439	0.382
1440	CSF3	colony stimulating factor 3	2.757	-3.717
7067	THRA	thyroid hormone receptor alpha	3.198	0.313
9572	NR1D1	nuclear receptor subfamily 1 group D member 1	2.933	-1.112
22794	CASC3	CASC3 exon junction complex subunit	3.291	-0.132
51195	RAPGEFL1	Rap guanine nucleotide exchange factor like 1	3.558	1.525
147179	WIPF2	WAS/WASL interacting protein family member 2	3.104	0.247
3487	IGFBP4	insulin like growth factor binding protein 4	4.051	-0.768
107985064	LOC107985064		1.695	-0.581
192666	KRT24	keratin 24	2.132	1.095
3859	KRT12	keratin 12	1.59	1.435
54474	KRT20	keratin 20	4.062	0.924
25984	KRT23	keratin 23	1.099	-0.819
3866	KRT15	keratin 15	2.321	1.818
3880	KRT19	keratin 19	4.384	1.23
147093	LINC00974	long intergenic non-protein coding RNA 974	1.244	1.758
3872	KRT17	keratin 17	1.987	-1.664
3728	JUP	junction plakoglobin	3.805	0.857
60681	FKBP10	FKBP prolyl isomerase 10	3.162	-1.609
317719	KLHL10	kelch like family member 10	0.998	-0.368
47	ACLY	ATP citrate lyase	3.379	-0.361
83538	ODAD4	outer dynein arm docking complex subunit 4	1.484	-0.715
201181	ZNF385C	zinc finger protein 385C	1.576	1.114
110806298	C17orf113	chromosome 17 open reading frame 113	1.918	1.48
105371781	RAB5C-AS1	RAB5C antisense RNA 1	1.186	-0.763
23415	KCNH4	potassium voltage-gated channel subfamily H member 4	1.371	-1.138
84514	GHDC	GH3 domain containing	2.871	0.255
6777	STAT5B	signal transducer and activator of transcription 5B	3.341	-0.541
6776	STAT5A	signal transducer and activator of transcription 5A	3.178	-0.484
6774	STAT3	signal transducer and activator of transcription 3	3.689	-0.531
284119	CAVIN1	caveolae associated protein 1	3.667	-1.03
102725238	LOC102725238	uncharacterized LOC102725238	1.672	-1.335
535	ATP6V0A1	ATPase H+ transporting V0 subunit a1	3.203	0.573
100847046	MIR5010	microRNA 5010	1.254	0.442
80347	COASY	Coenzyme A synthase	3.291	0.456
6945	MLX	MAX dimerization protein MLX	3.198	0.331
29893	PSMC3IP	PSMC3 interacting protein	2.527	0.435
162427	RETREG3	reticulophagy regulator family member 3	3.156	0.344
27175	TUBG2	tubulin gamma 2	2.7	-0.602
8506	CNTNAP1	contactin associated protein 1	2.642	-0.702
100190938	RAMP2-AS1	RAMP2 antisense RNA 1	1.928	-0.829
10266	RAMP2	receptor activity modifying protein 2	2.697	-1.252
84313	VPS25	vacuolar protein sorting 25 homolog	3.089	0.535
65266	WNK4	WNK lysine deficient protein kinase 4	3.14	1.493
28958	COA3	cytochrome c oxidase assembly factor 3	3.288	0.855
124817	CNTD1	cyclin N-terminal domain containing 1	2.72	0.477
8678	BECN1	beclin 1	3.198	0.229
314	AOC2	amine oxidase copper containing 2	1.482	-0.866
100885850	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough	2.621	0.502
80755	AARSD1	alanyl-tRNA synthetase domain containing 1	2.598	0.495
100885848	PTGES3L	prostaglandin E synthase 3 like	1.696	0.745
146923	RUNDC1	RUN domain containing 1	2.84	0.204
6155	RPL27	ribosomal protein L27	4.139	0.376
10493	VAT1	vesicle amine transport 1	3.281	-0.361
10230	NBR2	neighbor of BRCA1 lncRNA 2	2.347	0.682
101929767	LOC101929767	uncharacterized LOC101929767	1.875	0.388
4077	NBR1	NBR1 autophagy cargo receptor	3.509	0.22
113277	TMEM106A	transmembrane protein 106A	2.363	-0.455
100874261	CCDC200	coiled-coil domain containing 200	1.606	-0.428
105371785	LOC105371785	uncharacterized LOC105371785	0.947	0.489
100130581	LINC00910	long intergenic non-protein coding RNA 910	1.861	0.713
4222	MEOX1	mesenchyme homeobox 1	2.446	-1.791
146894	CD300LG	CD300 molecule like family member g	1.313	-1.314
5697	PYY	peptide YY	3.184	2.363
84336	TMEM101	transmembrane protein 101	2.825	0.327
92591	ASB16	ankyrin repeat and SOCS box containing 16	1.96	0.502
339201	ASB16-AS1	ASB16 antisense RNA 1	2.303	0.414
79089	TMUB2	transmembrane and ubiquitin like domain containing 2	3.116	0.332
101926967	ATXN7L3-AS1	ATXN7L3 antisense RNA 1	2.144	0.534
7343	UBTF	upstream binding transcription factor	3.435	0.353
51629	SLC25A39	solute carrier family 25 member 39	3.584	0.468
2896	GRN	granulin precursor	3.943	0.641
3674	ITGA2B	integrin subunit alpha 2b	1.395	-0.715
2535	FZD2	frizzled class receptor 2	1.827	-0.642
284071	MEIOC	meiosis specific with coiled-coil domain	1.167	-0.796
105371792	LOC105371792	uncharacterized LOC105371792	1.373	-0.34
10052	GJC1	gap junction protein gamma 1	2.6	-1.97
51751	HIGD1B	HIG1 hypoxia inducible domain family member 1B	1.684	-0.828
2670	GFAP	glial fibrillary acidic protein	1.499	-2.146
10882	C1QL1	complement C1q like 1	1.887	-0.592
79877	DCAKD	dephospho-CoA kinase domain containing	2.685	0.373
113026	PLCD3	phospholipase C delta 3	3.447	1.58
102465470	MIR6784	microRNA 6784	0.971	1.139
79777	ACBD4	acyl-CoA binding domain containing 4	2.772	0.635
752	FMNL1	formin like 1	3.198	-0.738
107985040	FMNL1-AS1	FMNL1 antisense RNA 1	2.277	-0.842
100133991	MAP3K14-AS1	MAP3K14 antisense RNA 1	1.911	0.239
201176	ARHGAP27	Rho GTPase activating protein 27	3.543	0.603
9842	PLEKHM1	pleckstrin homology and RUN domain containing M1	3.079	0.211
4905	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	3.092	0.202
9570	GOSR2	golgi SNAP receptor complex member 2	3.091	-0.283
996	CDC27	cell division cycle 27	3.082	-0.711
4635	MYL4	myosin light chain 4	1.009	-0.726
3690	ITGB3	integrin subunit beta 3	2.583	-1.006
653479	MRPL45P2	mitochondrial ribosomal protein L45 pseudogene 2	2.057	0.192
112268184	KPNB1-DT	KPNB1 divergent transcript	2.685	0.344
3837	KPNB1	karyopherin subunit beta 1	3.612	-0.276
9755	TBKBP1	TBK1 binding protein 1	2.494	-0.68
30009	TBX21	T-box transcription factor 21	2.016	-0.982
114881	OSBPL7	oxysterol binding protein like 7	3.291	0.937
124995	MRPL10	mitochondrial ribosomal protein L10	2.929	0.27
90507	SCRN2	secernin 2	3.072	0.638
55163	PNPO	pyridoxamine 5'-phosphate oxidase	2.862	0.601
79170	PRR15L	proline rich 15 like	3.335	0.948
51226	COPZ2	COPI coat complex subunit zeta 2	2.328	-0.661
3212	HOXB2	homeobox B2	2.5	-0.823
3214	HOXB4	homeobox B4	2.215	-0.75
404266	HOXB-AS3	HOXB cluster antisense RNA 3	2.321	0.705
3215	HOXB5	homeobox B5	2.725	1.2
3216	HOXB6	homeobox B6	2.767	0.74
3217	HOXB7	homeobox B7	2.757	0.783
3218	HOXB8	homeobox B8	2.36	0.755
3219	HOXB9	homeobox B9	3.206	1.261
406972	MIR196A1	microRNA 196a-1	1.165	1.567
101060400	LOC101060400	translation initiation factor IF-2	2.871	1.53
105371809	LINC02086	long intergenic non-protein coding RNA 2086	2.784	1.476
360205	PRAC2	PRAC2 small nuclear protein	1.955	1.897
84366	PRAC1	PRAC1 small nuclear protein	2.832	1.965
10481	HOXB13	homeobox B13	3.123	2.47
105371811	LOC105371811	uncharacterized LOC105371811	2.208	1.884
284076	TTLL6	tubulin tyrosine ligase like 6	2.584	1.651
105371813	LOC105371813	uncharacterized LOC105371813	1.035	1.481
10241	CALCOCO2	calcium binding and coiled-coil domain 2	3.482	0.171
516	ATP5MC1	ATP synthase membrane subunit c locus 1	3.507	1.021
11267	SNF8	SNF8 subunit of ESCRT-II	3.103	0.363
124872	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2	3.247	2.178
2793	GNGT2	G protein subunit gamma transducin 2	1.869	-0.519
51225	ABI3	ABI family member 3	2.638	-0.439
105371816	LOC105371816		1.386	-0.55
5245	PHB1	prohibitin 1	3.71	0.826
4804	NGFR	nerve growth factor receptor	2.595	-0.64
100288866	NGFR-AS1	NGFR antisense RNA 1	1.12	-0.821
10237	SLC35B1	solute carrier family 35 member B1	3.002	-0.271
255061	TAC4	tachykinin precursor 4	1.021	-0.423
3675	ITGA3	integrin subunit alpha 3	3.471	0.657
5164	PDK2	pyruvate dehydrogenase kinase 2	2.863	0.952
201191	SAMD14	sterile alpha motif domain containing 14	2.548	0.445
84687	PPP1R9B	protein phosphatase 1 regulatory subunit 9B	3.264	-0.371
1277	COL1A1	collagen type I alpha 1 chain	4.434	-2.852
51264	MRPL27	mitochondrial ribosomal protein L27	3.059	0.785
80221	ACSF2	acyl-CoA synthetase family member 2	3.2	1.768
1101	CHAD	chondroadherin	2.34	1.844
55316	RSAD1	radical S-adenosyl methionine domain containing 1	2.996	0.399
55040	EPN3	epsin 3	2.87	1.367
105371824	LOC105371824	uncharacterized LOC105371824	1.429	0.938
64847	SPATA20	spermatogenesis associated 20	3.274	0.55
8714	ABCC3	ATP binding cassette subfamily C member 3	3.708	1.147
91369	ANKRD40	ankyrin repeat domain 40	2.982	-0.166
55018	ANKRD40CL	ANKRD40 C-terminal like	2.653	1.339
400604	TOB1-AS1	TOB1 antisense RNA 1	1.655	0.683
9043	SPAG9	sperm associated antigen 9	3.313	-0.367
56934	CA10	carbonic anhydrase 10	0.936	1.374
10040	TOM1L1	target of myb1 like 1 membrane trafficking protein	2.853	0.667
1353	COX11	cytochrome c oxidase copper chaperone COX11	3.203	0.485
252983	STXBP4	syntaxin binding protein 4	2.233	-0.345
107985002	LOC107985002	uncharacterized LOC107985002	1.065	-0.783
23531	MMD	monocyte to macrophage differentiation associated	2.707	-0.781
58488	PCTP	phosphatidylcholine transfer protein	2.877	0.42
162282	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1	1.053	1.321
339210	C17orf67	chromosome 17 open reading frame 67	1.928	-0.628
8526	DGKE	diacylglycerol kinase epsilon	2.649	-0.262
7706	TRIM25	tripartite motif containing 25	3.261	-0.21
100500827	MIR3614	microRNA 3614	1.36	-0.411
8161	COIL	coilin	2.595	0.231
59342	SCPEP1	serine carboxypeptidase 1	3.08	-0.613
8165	AKAP1	A-kinase anchoring protein 1	3.534	0.823
124540	MSI2	musashi RNA binding protein 2	3.15	-0.326
107984993	LOC107984993	uncharacterized LOC107984993	1.401	-0.578
101929185	LOC101929185	uncharacterized LOC101929185	2.936	0.226
140735	DYNLL2	dynein light chain LC8-type 2	3.457	0.417
54903	MKS1	MKS transition zone complex subunit 1	2.537	0.429
100506779	TSPOAP1-AS1	TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1	2.542	0.165
54894	RNF43	ring finger protein 43	3.125	0.915
101927688	SEPTIN4-AS1	SEPTIN4 antisense RNA 1	1.472	-0.908
5414	SEPTIN4	septin 4	2.512	-1.001
4591	TRIM37	tripartite motif containing 37	2.7	-0.395
348235	SKA2	spindle and kinetochore associated complex subunit 2	2.797	-0.427
284161	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	1.84	0.575
388403	YPEL2	yippee like 2	2.944	-0.68
79665	DHX40	DEAH-box helicase 40	2.85	-0.302
51651	PTRH2	peptidyl-tRNA hydrolase 2	2.69	0.342
406991	MIR21	microRNA 21	1.011	-0.711
6198	RPS6KB1	ribosomal protein S6 kinase B1	2.936	-0.369
105371849	HEATR6-DT	HEATR6 divergent transcript	1.18	0.555
645638	WFDC21P	WAP four-disulfide core domain 21, pseudogene	1.602	0.999
653653	LOC653653	adaptor related protein complex 1 subunit sigma 2 pseudogene	1.413	-0.788
762	CA4	carbonic anhydrase 4	3.251	1.894
84669	USP32	ubiquitin specific peptidase 32	2.829	-0.58
8493	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D	2.713	-0.341
6909	TBX2	T-box transcription factor 2	2.926	-0.813
388407	LINC02875	long intergenic non-protein coding RNA 2875	1.034	-0.824
342538	NACA2	nascent polypeptide associated complex subunit alpha 2	1.668	0.379
339175	METTL2A	methyltransferase 2A, methylcytidine	2.65	0.469
11011	TLK2	tousled like kinase 2	2.987	0.13
107985020	LOC107985020	uncharacterized LOC107985020	1.542	-0.815
9902	MRC2	mannose receptor C type 2	3.302	-0.683
26115	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	2.597	-0.353
81033	KCNH6	potassium voltage-gated channel subfamily H member 6	1.402	0.912
51204	TACO1	translational activator of cytochrome c oxidase I	2.825	0.78
4215	MAP3K3	mitogen-activated protein kinase kinase kinase 3	2.987	-0.755
107984984	LOC107984984		1.219	-1.036
101927898	LOC101927898	uncharacterized LOC101927898	1.252	-0.467
57003	CCDC47	coiled-coil domain containing 47	3.511	0.357
107984986	LOC107984986		1.571	-0.511
6603	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	3.335	0.365
