GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
51249	6.24e-01	5.46e-01	0.0814	0.6041231	0.04919996	466.64	TMEM69	transmembrane protein 69
101929469	6.24e-01	5.46e-01	0.2098	-0.603835	-0.12671455	31.02	TEX52	testis expressed 52
2185	6.25e-01	5.46e-01	0.1088	-0.6035719	-0.06567212	2573.74	PTK2B	protein tyrosine kinase 2 beta
100133121	6.25e-01	5.46e-01	0.1461	-0.6032931	-0.08816033	44.89	FAM27B	family with sequence similarity 27 member B
105374809	6.25e-01	5.47e-01	0.1473	0.6029028	0.08882992	254.74	LOC105374809	uncharacterized LOC105374809
8364	6.25e-01	5.47e-01	0.2504	-0.6027095	-0.15092171	18.52	H4C3	H4 clustered histone 3
9833	6.25e-01	5.47e-01	0.1865	-0.6026797	-0.1124019	406.18	MELK	maternal embryonic leucine zipper kinase
114795	6.26e-01	5.47e-01	0.253	-0.6021209	-0.15233451	57.97	TMEM132B	transmembrane protein 132B
6853	6.26e-01	5.47e-01	0.2009	-0.6020373	-0.12096151	56.01	SYN1	synapsin I
6273	6.26e-01	5.47e-01	0.2559	-0.6018964	-0.15401055	26.48	S100A2	S100 calcium binding protein A2
11163	6.26e-01	5.47e-01	0.1014	-0.6018208	-0.06103003	2480.56	NUDT4	nudix hydrolase 4
10594	6.26e-01	5.47e-01	0.0732	0.6017735	0.04404688	4541.08	PRPF8	pre-mRNA processing factor 8
10197	6.26e-01	5.48e-01	0.0919	0.6011363	0.05522142	1909.12	PSME3	proteasome activator subunit 3
7916	6.26e-01	5.48e-01	0.0836	-0.6009777	-0.05023986	4598.27	PRRC2A	proline rich coiled-coil 2A
121274	6.26e-01	5.48e-01	0.0878	-0.6008567	-0.0527668	434.11	ZNF641	zinc finger protein 641
105375669	6.27e-01	5.48e-01	0.2736	0.6005128	0.16429187	49.71	LOC105375669	uncharacterized LOC105375669
112399	6.27e-01	5.48e-01	0.1983	0.6003816	0.11907277	553.11	EGLN3	egl-9 family hypoxia inducible factor 3
124936	6.27e-01	5.48e-01	0.0892	-0.6000577	-0.05355094	393.49	CYB5D2	cytochrome b5 domain containing 2
84918	6.27e-01	5.49e-01	0.1052	0.599871	0.06311514	687.29	LRP11	LDL receptor related protein 11
219527	6.27e-01	5.49e-01	0.2715	-0.5997834	-0.16282574	22.86	LRRC55	leucine rich repeat containing 55
899	6.27e-01	5.49e-01	0.1764	-0.5996305	-0.1057845	318.03	CCNF	cyclin F
105369161	6.27e-01	5.49e-01	0.182	-0.5995916	-0.10911595	88.53	LOC105369161	uncharacterized LOC105369161
6619	6.27e-01	5.49e-01	0.0942	0.5990699	0.05644208	1251.77	SNAPC3	small nuclear RNA activating complex polypeptide 3
112268051	6.28e-01	5.49e-01	0.2449	-0.5987975	-0.14665704	27.62	LOC112268051	
54550	6.28e-01	5.49e-01	0.3474	0.598706	0.20797573	12.58	NECAB2	N-terminal EF-hand calcium binding protein 2
50614	6.28e-01	5.49e-01	0.2133	-0.5985561	-0.12769637	16.4	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9
7062	6.28e-01	5.50e-01	0.3041	0.5984187	0.1819653	14.41	TCHH	trichohyalin
283011	6.28e-01	5.50e-01	0.2052	0.5984398	0.12278488	9	FLJ37201	tigger transposable element derived 2 pseudogene
100529251	6.28e-01	5.50e-01	0.1293	-0.5981768	-0.07735731	224.61	CKLF-CMTM1	CKLF-CMTM1 readthrough
491	6.29e-01	5.50e-01	0.2852	-0.5972077	-0.17033792	11.71	ATP2B2	ATPase plasma membrane Ca2+ transporting 2
23450	6.29e-01	5.50e-01	0.0586	-0.5972426	-0.03499111	2507.9	SF3B3	splicing factor 3b subunit 3
643155	6.29e-01	5.50e-01	0.1396	0.5971552	0.08333513	1251.17	SMIM15	small integral membrane protein 15
107985873	6.29e-01	5.51e-01	0.1482	-0.5969181	-0.08844922	70.76	LOC107985873	
105370259	6.29e-01	5.51e-01	0.3466	0.5964831	0.20673961	16.17	LOC105370259	uncharacterized LOC105370259
101929216	6.29e-01	5.51e-01	0.3915	-0.5963316	-0.23347864	11.87	LOC101929216	replaced by ID 105378291
9290	6.29e-01	5.51e-01	0.2419	0.5960478	0.14415887	69.41	GPR55	G protein-coupled receptor 55
102724438	6.29e-01	5.51e-01	0.2331	0.5959811	0.13893898	96.7	LOC102724438	
6880	6.29e-01	5.51e-01	0.0734	0.595761	0.04372613	878.22	TAF9	TATA-box binding protein associated factor 9
80829	6.30e-01	5.52e-01	0.0944	0.5954699	0.05622232	2090.24	ZFP91	"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase"
11123	6.30e-01	5.52e-01	0.1158	0.5948907	0.06889653	633.89	RCAN3	RCAN family member 3
595101	6.30e-01	5.52e-01	0.0851	0.5947648	0.05058746	498.22	SMG1P5	SMG1 pseudogene 5
51133	6.30e-01	5.52e-01	0.1267	-0.5942091	-0.07530138	1357.56	KCTD3	potassium channel tetramerization domain containing 3
5693	6.30e-01	5.52e-01	0.1191	-0.5942505	-0.07076744	1703.73	PSMB5	proteasome 20S subunit beta 5
101928032	6.31e-01	5.53e-01	0.2272	0.593973	0.13496772	34.17	LOC101928032	uncharacterized LOC101928032
109864271	6.31e-01	5.53e-01	0.2053	0.5934725	0.12183805	69964.61	RNA45SN4	"RNA, 45S pre-ribosomal N4"
101927621	6.31e-01	5.53e-01	0.1189	0.5932813	0.07055909	17.72	ZNF567-DT	ZNF567 divergent transcript
23400	6.31e-01	5.53e-01	0.129	0.5931957	0.07653456	1158.5	ATP13A2	ATPase cation transporting 13A2
100996539	6.32e-01	5.54e-01	0.2186	-0.5923874	-0.12948039	8.82	ITPR1-DT	ITPR1 divergent transcript
23178	6.32e-01	5.54e-01	0.1143	-0.5914189	-0.06762128	630.2	PASK	PAS domain containing serine/threonine kinase
401505	6.32e-01	5.54e-01	0.1157	-0.5912291	-0.06838659	1170.16	TOMM5	translocase of outer mitochondrial membrane 5
55698	6.33e-01	5.55e-01	0.2139	0.5910017	0.12644377	74.44	RADIL	Rap associating with DIL domain
29092	6.33e-01	5.55e-01	0.108	0.5905323	0.06375352	301.82	LINC00339	long intergenic non-protein coding RNA 339
79368	6.33e-01	5.55e-01	0.3258	0.5905309	0.19241775	383.32	FCRL2	Fc receptor like 2
4034	6.33e-01	5.55e-01	0.0988	0.5905359	0.05832035	1583.75	LRCH4	leucine rich repeats and calponin homology domain containing 4
84859	6.33e-01	5.55e-01	0.0754	0.5903905	0.04449878	1102.01	LRCH3	leucine rich repeats and calponin homology domain containing 3
64231	6.33e-01	5.55e-01	0.2471	-0.590403	-0.14589373	974.19	MS4A6A	membrane spanning 4-domains A6A
27285	6.33e-01	5.55e-01	0.2556	-0.5900286	-0.1508056	13.16	TEKT2	tektin 2
705	6.34e-01	5.56e-01	0.1222	0.588705	0.07196644	391.52	BYSL	bystin like
79733	6.34e-01	5.56e-01	0.2247	0.5886535	0.1322601	253.37	E2F8	E2F transcription factor 8
5026	6.34e-01	5.56e-01	0.3304	0.5886423	0.19450923	485.95	P2RX5	purinergic receptor P2X 5
102465519	6.35e-01	5.57e-01	0.1641	0.5880224	0.09647078	9.84	MIR6861	microRNA 6861
54756	6.35e-01	5.57e-01	0.2198	0.5876692	0.12915852	98.37	IL17RD	interleukin 17 receptor D
2589	6.35e-01	5.57e-01	0.1208	-0.5877051	-0.07100826	2177.7	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1
284757	6.35e-01	5.57e-01	0.3108	-0.5876392	-0.1826396	10.23	MIR646HG	MIR646 host gene
54830	6.35e-01	5.57e-01	0.2025	-0.5876319	-0.11896659	51.79	NUP62CL	nucleoporin 62 C-terminal like
51074	6.35e-01	5.57e-01	0.1377	-0.5875493	-0.08088517	518.06	APIP	APAF1 interacting protein
8431	6.35e-01	5.57e-01	0.3025	-0.5868307	-0.17753495	45.16	NR0B2	nuclear receptor subfamily 0 group B member 2
10253	6.36e-01	5.58e-01	0.1527	0.5863736	0.08951235	1169.67	SPRY2	sprouty RTK signaling antagonist 2
105378853	6.36e-01	5.58e-01	0.178	-0.5862613	-0.10438077	27.92	LINC02609	long intergenic non-protein coding RNA 2609
57172	6.36e-01	5.58e-01	0.3417	-0.586297	-0.20033146	22.74	CAMK1G	calcium/calmodulin dependent protein kinase IG
107986160	6.36e-01	5.58e-01	0.1601	0.5860646	0.09381385	52.24	LOC107986160	uncharacterized LOC107986160
9656	6.36e-01	5.58e-01	0.0951	-0.5855005	-0.05566532	929.49	MDC1	mediator of DNA damage checkpoint 1
310	6.36e-01	5.58e-01	0.0842	-0.5854168	-0.0493081	2370.52	ANXA7	annexin A7
1510	6.36e-01	5.59e-01	0.3668	-0.5849682	-0.21454722	355.6	CTSE	cathepsin E
221150	6.37e-01	5.59e-01	0.1919	-0.5848087	-0.11222429	194.75	SKA3	spindle and kinetochore associated complex subunit 3
26037	6.37e-01	5.59e-01	0.0915	0.5843374	0.05348973	1390.84	SIPA1L1	signal induced proliferation associated 1 like 1
57684	6.37e-01	5.59e-01	0.1198	-0.584132	-0.06999466	200.62	ZBTB26	zinc finger and BTB domain containing 26
6263	6.37e-01	5.59e-01	0.2241	0.5836624	0.13079077	132.81	RYR3	ryanodine receptor 3
107987238	6.37e-01	5.60e-01	0.1138	0.5835834	0.0664265	14.5	LOC107987238	
400892	6.37e-01	5.60e-01	0.1561	0.5834459	0.09106035	18.6	BCRP2	BCR pseudogene 2
105378951	6.37e-01	5.60e-01	0.1968	0.5833164	0.11479521	19.37	LOC105378951	
5322	6.38e-01	5.60e-01	0.2643	-0.5831629	-0.15410482	43.4	PLA2G5	phospholipase A2 group V
407	6.38e-01	5.60e-01	0.1602	-0.5831336	-0.09341054	12.72	ARR3	arrestin 3
10522	6.38e-01	5.60e-01	0.1086	0.5829507	0.06328302	632.25	DEAF1	DEAF1 transcription factor
148156	6.38e-01	5.61e-01	0.0971	-0.5819839	-0.05648303	499.2	ZNF558	zinc finger protein 558
54880	6.38e-01	5.61e-01	0.1366	-0.5819148	-0.07947364	650.44	BCOR	BCL6 corepressor
9700	6.38e-01	5.61e-01	0.1686	-0.5817943	-0.09810693	383.31	ESPL1	"extra spindle pole bodies like 1, separase"
78994	6.38e-01	5.61e-01	0.0909	-0.5818046	-0.05288286	1173.59	PRR14	proline rich 14
22982	6.38e-01	5.61e-01	0.1451	-0.5817101	-0.08441762	459.59	DIP2C	disco interacting protein 2 homolog C
27290	6.39e-01	5.61e-01	0.4337	-0.5815274	-0.25222701	3438.81	SPINK4	serine peptidase inhibitor Kazal type 4
116449	6.39e-01	5.61e-01	0.2803	0.5813191	0.16296076	40.66	CLNK	cytokine dependent hematopoietic cell linker
7425	6.39e-01	5.61e-01	0.2709	-0.5812451	-0.15745589	46.15	VGF	VGF nerve growth factor inducible
1777	6.39e-01	5.61e-01	0.1072	-0.580851	-0.06225661	1015.67	DNASE2	"deoxyribonuclease 2, lysosomal"
22978	6.39e-01	5.62e-01	0.0876	-0.5805619	-0.05085591	1384.15	NT5C2	"5'-nucleotidase, cytosolic II"
389856	6.39e-01	5.62e-01	0.0967	-0.5800735	-0.05611395	52.54	USP27X	ubiquitin specific peptidase 27 X-linked
64109	6.40e-01	5.62e-01	0.2932	-0.5796428	-0.16992869	26.82	CRLF2	cytokine receptor like factor 2
81610	6.40e-01	5.62e-01	0.2196	-0.5795663	-0.12726985	412.44	FAM83D	family with sequence similarity 83 member D
23334	6.40e-01	5.63e-01	0.078	0.5789767	0.04515497	2291.62	SZT2	SZT2 subunit of KICSTOR complex
139596	6.40e-01	5.63e-01	0.0739	-0.5789205	-0.04275614	283.09	UPRT	uracil phosphoribosyltransferase homolog
5877	6.41e-01	5.63e-01	0.0836	0.5783501	0.04836676	293.86	RABIF	RAB interacting factor
10440	6.41e-01	5.63e-01	0.1069	0.5780296	0.06178681	1412.16	TIMM17A	translocase of inner mitochondrial membrane 17A
56912	6.41e-01	5.63e-01	0.0657	0.5776516	0.03793846	354.52	IFT46	intraflagellar transport 46
10284	6.41e-01	5.64e-01	0.0904	0.5773964	0.05222249	2558.12	SAP18	Sin3A associated protein 18
101927556	6.42e-01	5.64e-01	0.0478	0.5769573	0.02759522	804.41	LOC101927556	uncharacterized LOC101927556
9611	6.42e-01	5.64e-01	0.1119	0.5766767	0.06450506	3017.99	NCOR1	nuclear receptor corepressor 1
7617	6.42e-01	5.64e-01	0.242	-0.5765257	-0.13951367	49.21	ZNF66	zinc finger protein 66
84952	6.42e-01	5.65e-01	0.2108	0.5761283	0.12146509	189.37	CGNL1	cingulin like 1
91833	6.43e-01	5.65e-01	0.0676	0.5753809	0.03888799	553.8	WDR20	WD repeat domain 20
10307	6.43e-01	5.65e-01	0.0944	0.575102	0.05431533	674.18	APBB3	amyloid beta precursor protein binding family B member 3
10402	6.43e-01	5.65e-01	0.1742	-0.5748634	-0.10011714	124.8	ST3GAL6	"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
54753	6.43e-01	5.65e-01	0.1811	0.5748859	0.10410441	142.07	ZNF853	zinc finger protein 853
10858	6.43e-01	5.66e-01	0.2238	-0.5742289	-0.12853656	19.79	CYP46A1	cytochrome P450 family 46 subfamily A member 1
84911	6.43e-01	5.66e-01	0.2256	-0.5741403	-0.12950478	37.65	ZNF382	zinc finger protein 382
9439	6.44e-01	5.66e-01	0.132	-0.573647	-0.07569458	760.24	MED23	mediator complex subunit 23
4343	6.44e-01	5.66e-01	0.1297	0.5735126	0.07441156	3121.99	MOV10	Mov10 RISC complex RNA helicase
101928906	6.44e-01	5.67e-01	0.15	0.5728944	0.08595843	18.8	LOC101928906	uncharacterized LOC101928906
794	6.44e-01	5.67e-01	0.3209	0.5726478	0.18373528	257.8	CALB2	calbindin 2
79647	6.45e-01	5.67e-01	0.1091	-0.5724623	-0.06243864	1495.89	AKIRIN1	akirin 1
389538	6.45e-01	5.67e-01	0.0948	-0.5724355	-0.05429319	179.26	CCZ1P-OR7E38P	CCZ1P-OR7E38P readthrough
8363	6.45e-01	5.67e-01	0.1882	-0.5719099	-0.10764212	43.7	H4C11	H4 clustered histone 11
5708	6.45e-01	5.68e-01	0.0926	0.5717042	0.05294801	3317.42	PSMD2	"proteasome 26S subunit ubiquitin receptor, non-ATPase 2"
90826	6.46e-01	5.68e-01	0.0723	-0.5710117	-0.04125649	433.24	PRMT9	protein arginine methyltransferase 9
112268199	6.46e-01	5.68e-01	0.1936	-0.5707894	-0.11048074	41.25	LOC112268199	uncharacterized LOC112268199
9906	6.46e-01	5.68e-01	0.1101	0.5705056	0.06279046	1231.66	SLC35E2A	solute carrier family 35 member E2A
11004	6.46e-01	5.68e-01	0.1862	0.5705332	0.10623932	478.92	KIF2C	kinesin family member 2C
64805	6.46e-01	5.68e-01	0.2924	-0.570548	-0.16681368	36.37	P2RY12	purinergic receptor P2Y12
140775	6.46e-01	5.69e-01	0.105	-0.5701069	-0.05986357	945.27	SMCR8	SMCR8-C9orf72 complex subunit
80072	6.46e-01	5.69e-01	0.1222	0.5697581	0.06962729	22.82	HEXA-AS1	HEXA antisense RNA 1
388550	6.46e-01	5.69e-01	0.2545	0.5696113	0.14495703	11.5	CEACAM22P	"CEA cell adhesion molecule 22, pseudogene"
10664	6.46e-01	5.69e-01	0.0715	0.5694849	0.04070847	1252.82	CTCF	CCCTC-binding factor
55811	6.47e-01	5.69e-01	0.2058	-0.5690028	-0.1170867	22.33	ADCY10	adenylate cyclase 10
730183	6.47e-01	5.70e-01	0.1069	-0.5683632	-0.06077909	43.67	LOC730183	uncharacterized LOC730183
107985416	6.47e-01	5.70e-01	0.2144	-0.5683945	-0.12186534	18.47	LOC107985416	uncharacterized LOC107985416
101928607	6.47e-01	5.70e-01	0.2153	0.568224	0.12232602	11.75	TRPM2-AS	TRPM2 antisense RNA
10863	6.47e-01	5.70e-01	0.1646	0.5680441	0.09349277	1008.95	ADAM28	ADAM metallopeptidase domain 28
54665	6.47e-01	5.70e-01	0.116	-0.5679791	-0.06586987	762.35	RSBN1	round spermatid basic protein 1
83941	6.47e-01	5.70e-01	0.0821	-0.5678349	-0.04659895	410.09	TM2D1	TM2 domain containing 1
3636	6.48e-01	5.70e-01	0.067	-0.5677103	-0.03800935	2956.46	INPPL1	inositol polyphosphate phosphatase like 1
105371017	6.48e-01	5.71e-01	0.133	-0.5668187	-0.07537478	25.77	LOC105371017	uncharacterized LOC105371017
7027	6.49e-01	5.71e-01	0.1038	-0.5661549	-0.05874552	1621.57	TFDP1	transcription factor Dp-1
730005	6.49e-01	5.71e-01	0.217	0.5661085	0.12283888	15.84	SEC14L6	SEC14 like lipid binding 6
388685	6.49e-01	5.72e-01	0.1535	0.5657161	0.08681357	124.87	LINC01138	long intergenic non-protein coding RNA 1138
100652739	6.49e-01	5.72e-01	0.2028	-0.5657447	-0.11473822	38.92	RAET1E-AS1	RAET1E antisense RNA 1
105375969	6.49e-01	5.72e-01	0.1966	0.565738	0.11121886	15.03	LOC105375969	uncharacterized LOC105375969
92335	6.49e-01	5.72e-01	0.0828	0.5655108	0.04683557	636	STRADA	STE20 related adaptor alpha
29089	6.49e-01	5.72e-01	0.1711	0.5654286	0.0967172	291.42	UBE2T	ubiquitin conjugating enzyme E2 T
347240	6.49e-01	5.72e-01	0.0838	0.5653605	0.04740166	296.39	KIF24	kinesin family member 24
5224	6.49e-01	5.72e-01	0.1291	0.5651311	0.0729833	75.49	PGAM2	phosphoglycerate mutase 2
100506804	6.49e-01	5.72e-01	0.1684	0.5649753	0.09512635	10.45	TMEM30A-DT	TMEM30A divergent transcript
220107	6.49e-01	5.72e-01	0.1982	-0.5647846	-0.11194071	10.66	DLEU7	deleted in lymphocytic leukemia 7
414208	6.50e-01	5.72e-01	0.0908	-0.5644723	-0.05127846	52.15	ZNF32-AS2	ZNF32 antisense RNA 2
146429	6.50e-01	5.73e-01	0.2924	0.5642159	0.1649645	57.91	SLC22A31	solute carrier family 22 member 31
10336	6.50e-01	5.73e-01	0.0745	0.5641344	0.04205454	1772.51	PCGF3	polycomb group ring finger 3
107987280	6.50e-01	5.73e-01	0.2914	0.5637832	0.16427484	12.18	LOC107987280	uncharacterized LOC107987280
7086	6.50e-01	5.73e-01	0.1347	-0.5634186	-0.07589783	4741.23	TKT	transketolase
6422	6.50e-01	5.73e-01	0.3207	-0.5633169	-0.18065446	1281.84	SFRP1	secreted frizzled related protein 1
7569	6.50e-01	5.73e-01	0.1027	-0.5631968	-0.05785751	232.12	ZNF182	zinc finger protein 182
550112	6.50e-01	5.73e-01	0.0906	-0.5631263	-0.0510185	143.28	UBA6-DT	UBA6 divergent transcript
23412	6.51e-01	5.74e-01	0.1145	0.5627855	0.06445769	600.23	COMMD3	COMM domain containing 3
105373105	6.51e-01	5.74e-01	0.3224	-0.5618419	-0.18115178	78.84	LINC02968	long intergenic non-protein coding RNA 2968
400673	6.52e-01	5.75e-01	0.0825	0.5611998	0.04630549	326.12	VMAC	vimentin type intermediate filament associated coiled-coil protein
101928650	6.52e-01	5.75e-01	0.2237	-0.5607561	-0.12544803	8.61	GORAB-AS1	GORAB antisense RNA 1
100996579	6.52e-01	5.75e-01	0.1642	0.5607993	0.0920562	51.43	LINC01806	long intergenic non-protein coding RNA 1806
79751	6.52e-01	5.75e-01	0.1176	-0.5607373	-0.06592192	664.52	SLC25A22	solute carrier family 25 member 22
65991	6.52e-01	5.75e-01	0.0915	-0.5607278	-0.05128049	1099.82	FUNDC2	FUN14 domain containing 2
83461	6.52e-01	5.75e-01	0.1623	0.5606692	0.09101956	395.28	CDCA3	cell division cycle associated 3
10566	6.52e-01	5.75e-01	0.1427	0.5604636	0.07996694	28.04	AKAP3	A-kinase anchoring protein 3
200933	6.52e-01	5.75e-01	0.0949	-0.5604146	-0.05315927	502.76	FBXO45	F-box protein 45
7621	6.52e-01	5.75e-01	0.0983	0.5602285	0.05505326	248.34	ZNF70	zinc finger protein 70
100533496	6.53e-01	5.76e-01	0.1051	0.5593523	0.05879672	312.62	TVP23C-CDRT4	TVP23C-CDRT4 readthrough
6286	6.53e-01	5.76e-01	0.3989	-0.5592175	-0.22306546	1999.1	S100P	S100 calcium binding protein P
118490	6.53e-01	5.76e-01	0.1365	0.5592009	0.07630864	99.7	MSS51	MSS51 mitochondrial translational activator
6432	6.53e-01	5.77e-01	0.1313	-0.5584928	-0.07334943	5682.13	SRSF7	serine and arginine rich splicing factor 7
54788	6.53e-01	5.77e-01	0.0775	0.5584396	0.04328634	1150.37	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12
10283	6.54e-01	5.77e-01	0.059	0.5577302	0.0328974	560.99	CWC27	CWC27 spliceosome associated cyclophilin
201164	6.54e-01	5.77e-01	0.1095	0.5573749	0.06102547	105.53	PLD6	phospholipase D family member 6
22933	6.54e-01	5.77e-01	0.0823	-0.5573998	-0.04587348	1007.5	SIRT2	sirtuin 2
29951	6.54e-01	5.77e-01	0.3027	-0.5572545	-0.16869148	38.21	PDZRN4	PDZ domain containing ring finger 4
55758	6.54e-01	5.77e-01	0.0831	0.5571201	0.04631002	943.27	RCOR3	REST corepressor 3
79856	6.54e-01	5.78e-01	0.18	-0.5568935	-0.10023602	3655.66	SNX22	sorting nexin 22
127700	6.55e-01	5.78e-01	0.1153	-0.5562953	-0.0641434	82.44	OSCP1	organic solute carrier partner 1
387338	6.55e-01	5.78e-01	0.0429	-0.556309	-0.02383972	550.5	NSUN4	NOP2/Sun RNA methyltransferase 4
729993	6.55e-01	5.78e-01	0.2428	-0.5558175	-0.13496907	66.21	SHISA9	shisa family member 9
54082	6.55e-01	5.79e-01	0.3204	0.5555153	0.17797986	12.93	TSPEAR-AS1	TSPEAR antisense RNA 1
7512	6.55e-01	5.79e-01	0.2866	0.5555068	0.15922241	197.67	XPNPEP2	X-prolyl aminopeptidase 2
4146	6.55e-01	5.79e-01	0.2388	-0.5551659	-0.13256372	27.3	MATN1	matrilin 1
57116	6.55e-01	5.79e-01	0.2285	0.5552028	0.12688711	25.28	ZNF695	zinc finger protein 695
7737	6.55e-01	5.79e-01	0.117	-0.5551934	-0.06494914	420.2	RNF113A	ring finger protein 113A
23078	6.56e-01	5.79e-01	0.1405	0.5550922	0.07801808	626.98	VWA8	von Willebrand factor A domain containing 8
57654	6.56e-01	5.79e-01	0.1024	-0.5546092	-0.05678296	799.59	UVSSA	UV stimulated scaffold protein A
2865	6.56e-01	5.79e-01	0.3061	-0.5545681	-0.16977498	25.5	FFAR3	free fatty acid receptor 3
26150	6.56e-01	5.79e-01	0.1811	-0.554493	-0.10042218	44.68	RIBC2	RIB43A domain with coiled-coils 2
9918	6.56e-01	5.80e-01	0.1324	0.5538395	0.07331795	1388.47	NCAPD2	non-SMC condensin I complex subunit D2
64225	6.57e-01	5.80e-01	0.085	0.5530215	0.04698037	1157.47	ATL2	atlastin GTPase 2
9836	6.57e-01	5.81e-01	0.0834	0.5525659	0.04610244	213.25	LCMT2	leucine carboxyl methyltransferase 2
24144	6.57e-01	5.81e-01	0.069	-0.552236	-0.03811917	760.58	TFIP11	tuftelin interacting protein 11
6447	6.57e-01	5.81e-01	0.2214	-0.552188	-0.12225698	78.1	SCG5	secretogranin V
152559	6.58e-01	5.81e-01	0.1219	0.5515495	0.06723835	609.93	PAQR3	progestin and adipoQ receptor family member 3
101928120	6.58e-01	5.81e-01	0.1582	-0.551452	-0.08722062	345.24	LOC101928120	uncharacterized LOC101928120
105377872	6.58e-01	5.81e-01	0.2492	0.5513533	0.13739221	15.63	LOC105377872	
57165	6.58e-01	5.81e-01	0.2124	-0.5512155	-0.11708045	45.17	GJC2	gap junction protein gamma 2
92293	6.58e-01	5.82e-01	0.2584	-0.5511637	-0.14243395	51.98	TMEM132C	transmembrane protein 132C
23617	6.58e-01	5.82e-01	0.1637	0.5511044	0.09023808	10.2	TSSK2	testis specific serine kinase 2
100130357	6.58e-01	5.82e-01	0.1461	0.5507284	0.08046143	52.31	LOC100130357	uncharacterized LOC100130357
253769	6.58e-01	5.82e-01	0.0873	0.5506448	0.04804425	776.78	WDR27	WD repeat domain 27
1938	6.58e-01	5.82e-01	0.0805	0.5505271	0.044318	45598.29	EEF2	eukaryotic translation elongation factor 2
375748	6.59e-01	5.82e-01	0.087	-0.550387	-0.04786689	652.42	ERCC6L2	ERCC excision repair 6 like 2
2074	6.59e-01	5.82e-01	0.0916	0.5503928	0.05042491	314.47	ERCC6	"ERCC excision repair 6, chromatin remodeling factor"
102724428	6.59e-01	5.82e-01	0.2751	-0.5501824	-0.15136198	4787.04	LOC102724428	salt inducible kinase 1B (putative)
100500862	6.59e-01	5.82e-01	0.4112	0.5502159	0.22626419	39.56	MIR3648-1	microRNA 3648-1
8858	6.59e-01	5.83e-01	0.1903	0.5491072	0.10450701	14.31	PROZ	"protein Z, vitamin K dependent plasma glycoprotein"
105373194	6.59e-01	5.83e-01	0.1263	-0.548982	-0.06932581	28.53	LOC105373194	uncharacterized LOC105373194
112268030	6.60e-01	5.83e-01	0.1785	0.5487773	0.09796135	13.68	LOC112268030	uncharacterized LOC112268030
144571	6.60e-01	5.84e-01	0.2638	-0.5480566	-0.14456498	784.21	A2M-AS1	A2M antisense RNA 1
27112	6.60e-01	5.84e-01	0.2417	0.5480546	0.13243775	21.12	NALF2	NALCN channel auxiliary factor 2
25972	6.60e-01	5.84e-01	0.0654	-0.5478475	-0.03580894	656.33	UNC50	unc-50 inner nuclear membrane RNA binding protein
3895	6.60e-01	5.84e-01	0.1128	0.5476682	0.06175909	4922.55	KTN1	kinectin 1
116841	6.60e-01	5.84e-01	0.0781	-0.5475842	-0.04278139	643.56	SNAP47	synaptosome associated protein 47
375611	6.61e-01	5.84e-01	0.0934	0.5468548	0.05104971	61.62	SLC26A5	solute carrier family 26 member 5
284306	6.61e-01	5.85e-01	0.1152	-0.5468209	-0.0630021	53.32	ZNF547	zinc finger protein 547
55568	6.61e-01	5.85e-01	0.0898	-0.5463478	-0.04904339	1502.68	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
219790	6.62e-01	5.85e-01	0.1741	-0.5455551	-0.09499419	171.28	RTKN2	rhotekin 2
374618	6.62e-01	5.85e-01	0.1322	0.5456382	0.0721566	107.13	TEX9	testis expressed 9
9905	6.62e-01	5.85e-01	0.1019	-0.5455811	-0.05562152	1963.75	SGSM2	small G protein signaling modulator 2
158055	6.62e-01	5.86e-01	0.1789	0.5453385	0.09755839	24.05	C9orf163	chromosome 9 putative open reading frame 163
81035	6.62e-01	5.86e-01	0.2203	-0.5452737	-0.1200977	528.06	COLEC12	collectin subfamily member 12
105372976	6.62e-01	5.86e-01	0.1803	0.5453093	0.09832734	74.16	LOC105372976	
2202	6.62e-01	5.86e-01	0.2703	-0.544516	-0.14720405	2096.85	EFEMP1	EGF containing fibulin extracellular matrix protein 1
8914	6.62e-01	5.86e-01	0.1191	-0.5445513	-0.06485904	822.81	TIMELESS	timeless circadian regulator
200765	6.62e-01	5.86e-01	0.1155	0.5444692	0.06288108	146.83	TIGD1	tigger transposable element derived 1
283345	6.62e-01	5.86e-01	0.1847	-0.544323	-0.10055953	50.81	RPL13P5	ribosomal protein L13 pseudogene 5
8723	6.63e-01	5.86e-01	0.1266	0.5440337	0.06884816	909.99	SNX4	sorting nexin 4
23161	6.63e-01	5.87e-01	0.1319	-0.5435024	-0.07166284	914.36	SNX13	sorting nexin 13
8722	6.63e-01	5.87e-01	0.198	0.543009	0.10751663	826.39	CTSF	cathepsin F
653075	6.63e-01	5.87e-01	0.1792	-0.5429873	-0.09730421	60.6	GOLGA8T	golgin A8 family member T
644794	6.63e-01	5.87e-01	0.1288	-0.5427776	-0.06991819	193.97	LINC02604	long intergenic non-protein coding RNA 2604
