GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
4351	3.15e-06	3.54e-07	0.108	5.0924013	0.55001744	1266.18	MPI	mannose phosphate isomerase
5025	3.16e-06	3.55e-07	0.1612	5.0915304	0.82098769	1160.33	P2RX4	purinergic receptor P2X 4
4140	3.17e-06	3.55e-07	0.051	-5.0913717	-0.25951561	1922.85	MARK3	microtubule affinity regulating kinase 3
285362	3.17e-06	3.56e-07	0.1079	5.0911982	0.54947413	927.04	SUMF1	sulfatase modifying factor 1
57728	3.17e-06	3.56e-07	0.1537	-5.0908715	-0.78230063	382.03	WDR19	WD repeat domain 19
1404	3.20e-06	3.60e-07	0.2466	5.0891285	1.25515574	322.54	HAPLN1	hyaluronan and proteoglycan link protein 1
2894	3.20e-06	3.60e-07	0.225	-5.0887653	-1.14515176	78.25	GRID1	glutamate ionotropic receptor delta type subunit 1
101929080	3.21e-06	3.61e-07	0.3361	5.0886067	1.71039106	11.7	LINC02292	long intergenic non-protein coding RNA 2292
4940	3.22e-06	3.62e-07	0.1829	-5.0877959	-0.93055879	804.12	OAS3	2'-5'-oligoadenylate synthetase 3
221035	3.22e-06	3.63e-07	0.1112	-5.0876329	-0.56565708	971.69	REEP3	receptor accessory protein 3
682	3.22e-06	3.63e-07	0.2083	5.0875477	1.05998538	17855.04	BSG	basigin (Ok blood group)
84419	3.23e-06	3.65e-07	0.3125	5.0865808	1.58950085	7295.36	C15orf48	chromosome 15 open reading frame 48
723809	3.25e-06	3.66e-07	0.3322	5.0857523	1.68951455	150.77	LHFPL3-AS2	LHFPL3 antisense RNA 2
114625	3.25e-06	3.67e-07	0.0838	5.0854311	0.42617376	427.33	ERMAP	erythroblast membrane associated protein (Scianna blood group)
3549	3.25e-06	3.67e-07	0.3476	5.0854509	1.76782588	1319.84	IHH	Indian hedgehog signaling molecule
5607	3.28e-06	3.70e-07	0.0838	5.0837487	0.42583859	520.87	MAP2K5	mitogen-activated protein kinase kinase 5
8110	3.28e-06	3.71e-07	0.1987	5.083417	1.00990013	236.41	DPF3	double PHD fingers 3
100289019	3.29e-06	3.72e-07	0.1638	5.0829275	0.83264415	1389.26	SLC25A25-AS1	SLC25A25 antisense RNA 1
3827	3.30e-06	3.73e-07	0.3767	5.0824558	1.91451699	10.93	KNG1	kininogen 1
4636	3.31e-06	3.74e-07	0.1853	5.0817986	0.94183778	1174.63	MYL5	myosin light chain 5
3835	3.32e-06	3.76e-07	0.1579	5.0809098	0.80250134	1681.22	KIF22	kinesin family member 22
134548	3.33e-06	3.77e-07	0.2927	5.0804191	1.48725784	410.8	SOWAHA	sosondowah ankyrin repeat domain family member A
3732	3.34e-06	3.79e-07	0.1327	-5.0793841	-0.67409244	1252.6	CD82	CD82 molecule
105373239	3.34e-06	3.79e-07	0.3828	-5.0793568	-1.94459964	67.39	LOC105373239	uncharacterized LOC105373239
11173	3.36e-06	3.81e-07	0.1911	-5.0782252	-0.97068986	286.8	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7
51275	3.37e-06	3.82e-07	0.1319	5.077486	0.66972834	731.38	MAPKAPK5-AS1	MAPKAPK5 antisense RNA 1
25851	3.38e-06	3.83e-07	0.0839	-5.077268	-0.42592163	1570.45	TECPR1	tectonin beta-propeller repeat containing 1
117248	3.39e-06	3.85e-07	0.2855	-5.0763783	-1.44916162	390.05	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15
110599588	3.40e-06	3.86e-07	0.1071	-5.0757706	-0.54357301	87.04	ASDURF	ASNSD1 upstream open reading frame
50808	3.41e-06	3.87e-07	0.0914	5.0752853	0.46396743	2507.29	AK3	adenylate kinase 3
84935	3.41e-06	3.88e-07	0.3558	-5.0747728	-1.80579379	517.05	MEDAG	mesenteric estrogen dependent adipogenesis
9099	3.42e-06	3.88e-07	0.2007	5.0745326	1.01864944	369.79	USP2	ubiquitin specific peptidase 2
943	3.44e-06	3.91e-07	0.2513	-5.073196	-1.27508038	36.84	TNFRSF8	TNF receptor superfamily member 8
79651	3.44e-06	3.91e-07	0.1642	-5.0732407	-0.83323538	1094.65	RHBDF2	rhomboid 5 homolog 2
647135	3.44e-06	3.92e-07	0.2166	-5.0729736	-1.09889671	275.32	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B
28882	3.44e-06	3.92e-07	0.3281	-5.0728252	-1.66416983	572.44	IGKV2D-29	immunoglobulin kappa variable 2D-29
102724971	3.44e-06	3.92e-07	0.3038	-5.0728912	-1.5411187	59.96	LOC102724971	putative V-set and immunoglobulin domain-containing-like protein IGHV4OR15-8
101927492	3.44e-06	3.92e-07	0.1619	5.0726907	0.82132786	133.79	MRPS9-AS1	MRPS9 antisense RNA 1
79815	3.46e-06	3.94e-07	0.1375	5.0718013	0.69741463	1353.82	NIPAL2	NIPA like domain containing 2
64772	3.46e-06	3.94e-07	0.1274	5.071876	0.6462634	2971.72	ENGASE	endo-beta-N-acetylglucosaminidase
487	3.46e-06	3.95e-07	0.1347	5.0712581	0.68333202	115.55	ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
9444	3.49e-06	3.98e-07	0.2296	-5.0699982	-1.16394519	1362.87	QKI	"QKI, KH domain containing RNA binding"
659	3.50e-06	4.00e-07	0.1771	-5.0691683	-0.89771808	1851.39	BMPR2	bone morphogenetic protein receptor type 2
100507472	3.50e-06	4.00e-07	0.2103	5.0689717	1.06595512	40.87	LOC100507472	uncharacterized LOC100507472
7058	3.52e-06	4.02e-07	0.3569	-5.0680896	-1.80855474	948.6	THBS2	thrombospondin 2
105371008	3.53e-06	4.04e-07	0.3939	5.0672416	1.99586503	24.69	LINC02251	long intergenic non-protein coding RNA 2251
4720	3.54e-06	4.05e-07	0.1288	5.0667174	0.65263257	3479.62	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2
28834	3.54e-06	4.05e-07	0.31	-5.0667652	-1.57078055	2350.25	IGLC7	immunoglobulin lambda constant 7
51375	3.55e-06	4.07e-07	0.1512	5.0658827	0.76614501	962.74	SNX7	sorting nexin 7
3458	3.56e-06	4.08e-07	0.309	-5.0651248	-1.56536296	97.98	IFNG	interferon gamma
7043	3.56e-06	4.08e-07	0.2329	-5.0651182	-1.17955694	381.65	TGFB3	transforming growth factor beta 3
79572	3.60e-06	4.12e-07	0.1722	-5.0631682	-0.87210853	2241.17	ATP13A3	ATPase 13A3
29	3.60e-06	4.13e-07	0.1681	5.0628013	0.85126693	7460.2	ABR	ABR activator of RhoGEF and GTPase
284418	3.60e-06	4.13e-07	0.3412	5.0627799	1.72728171	15.56	GARIN5B	golgi associated RAB2 interactor family member 5B
55726	3.63e-06	4.16e-07	0.0689	-5.0613213	-0.3488694	510.91	INTS13	integrator complex subunit 13
100287175	3.63e-06	4.16e-07	0.1864	5.0613579	0.94323336	17.71	LOC100287175	uncharacterized LOC100287175
55145	3.64e-06	4.18e-07	0.0992	-5.0607041	-0.5020394	159.14	THAP1	THAP domain containing 1
9388	3.64e-06	4.18e-07	0.1818	-5.0603646	-0.91988019	693.04	LIPG	"lipase G, endothelial type"
55754	3.66e-06	4.20e-07	0.1052	-5.0594629	-0.53224658	3022.26	TMEM30A	transmembrane protein 30A
79591	3.66e-06	4.20e-07	0.0493	5.0595071	0.24958273	951.26	ARMH3	armadillo like helical domain containing 3
23759	3.68e-06	4.23e-07	0.0756	5.0582691	0.38248325	1539.75	PPIL2	peptidylprolyl isomerase like 2
100861514	3.69e-06	4.24e-07	0.249	-5.0577814	-1.25920077	15.75	ELMO1-AS1	ELMO1 antisense RNA 1
503638	3.69e-06	4.25e-07	0.3244	-5.0573214	-1.64045742	21.29	DUXAP9	double homeobox A pseudogene 9
51031	3.70e-06	4.27e-07	0.1048	5.056723	0.53004908	1688.97	GLOD4	glyoxalase domain containing 4
54566	3.71e-06	4.28e-07	0.2991	5.0562718	1.51245235	2141.56	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
256435	3.73e-06	4.30e-07	0.159	-5.0552969	-0.80376977	151.27	ST6GALNAC3	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
100505385	3.73e-06	4.30e-07	0.2365	-5.0550431	-1.19555661	134.93	IQCJ-SCHIP1	IQCJ-SCHIP1 readthrough
112267953	3.73e-06	4.30e-07	0.3112	-5.055007	-1.57293664	22.86	LOC112267953	
3200	3.74e-06	4.31e-07	0.1732	5.0546816	0.87545067	582.06	HOXA3	homeobox A3
9117	3.74e-06	4.31e-07	0.1337	-5.0545382	-0.67555624	779.89	SEC22C	"SEC22 homolog C, vesicle trafficking protein"
4858	3.75e-06	4.33e-07	0.243	-5.0538544	-1.22832043	144.49	NOVA2	NOVA alternative splicing regulator 2
9103	3.76e-06	4.34e-07	0.246	-5.0533587	-1.24307216	295.42	FCGR2C	Fc gamma receptor IIc (gene/pseudogene)
91	3.78e-06	4.37e-07	0.1498	5.0522672	0.7567199	1235.79	ACVR1B	activin A receptor type 1B
28392	3.79e-06	4.38e-07	0.2987	-5.0517665	-1.50917228	3428.13	IGHV4-59	immunoglobulin heavy variable 4-59
81550	3.79e-06	4.39e-07	0.0592	5.0513286	0.29906859	576.97	TDRD3	tudor domain containing 3
5937	3.79e-06	4.39e-07	0.2284	-5.0511735	-1.15366227	1253.37	RBMS1	RNA binding motif single stranded interacting protein 1
105373211	3.81e-06	4.41e-07	0.196	5.0504939	0.99013883	25.2	LOC105373211	
6832	3.81e-06	4.42e-07	0.0956	5.0500941	0.4826803	781.45	SUPV3L1	Suv3 like RNA helicase
5638	3.82e-06	4.42e-07	0.1269	-5.0498531	-0.64090217	237.36	PRRG1	proline rich and Gla domain 1
58511	3.82e-06	4.43e-07	0.2664	5.0496415	1.34508423	10.62	DNASE2B	deoxyribonuclease 2 beta
23380	3.82e-06	4.43e-07	0.1706	-5.0493823	-0.86129933	689.73	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2
388591	3.83e-06	4.44e-07	0.1195	5.0491078	0.60321618	587.25	RNF207	ring finger protein 207
374920	3.83e-06	4.44e-07	0.0969	5.0491763	0.48915576	311.58	ZSWIM9	zinc finger SWIM-type containing 9
105378626	3.84e-06	4.46e-07	0.2008	5.0480214	1.01371554	240.57	LOC105378626	uncharacterized LOC105378626
285971	3.84e-06	4.46e-07	0.2261	5.0480564	1.14130052	323.81	ZNF775	zinc finger protein 775
55672	3.85e-06	4.47e-07	0.1229	5.0476975	0.62042775	654.81	NBPF1	NBPF member 1
57017	3.88e-06	4.51e-07	0.1688	5.0461625	0.85169832	1634.21	COQ9	coenzyme Q9
105376220	3.88e-06	4.52e-07	0.1351	5.045799	0.68174319	104.79	LINC02977	long intergenic non-protein coding RNA 2977
506	3.88e-06	4.51e-07	0.163	5.0458548	0.82262172	22429.77	ATP5F1B	ATP synthase F1 subunit beta
25824	3.89e-06	4.53e-07	0.2265	5.0454275	1.14297428	8739.66	PRDX5	peroxiredoxin 5
9630	3.90e-06	4.54e-07	0.1384	-5.0447642	-0.69807081	237.82	GNA14	G protein subunit alpha 14
8349	3.90e-06	4.54e-07	0.1446	-5.0445943	-0.72924849	829.04	H2BC21	H2B clustered histone 21
112268246	3.91e-06	4.55e-07	0.2013	5.0443324	1.01562231	325.24	LOC112268246	
10380	3.92e-06	4.57e-07	0.1611	5.0436462	0.81231277	1465.83	BPNT1	"3'(2'), 5'-bisphosphate nucleotidase 1"
28813	3.93e-06	4.58e-07	0.2993	-5.0431028	-1.50941926	5656.19	IGLV2-23	immunoglobulin lambda variable 2-23
83660	3.94e-06	4.60e-07	0.1914	5.0424631	0.96522253	1388.11	TLN2	talin 2
3311	3.95e-06	4.60e-07	0.3574	-5.0420806	-1.80204831	2444.15	HSPA7	heat shock protein family A (Hsp70) member 7 (pseudogene)
100302156	3.95e-06	4.61e-07	0.2201	5.0418755	1.1099087	7.96	MIR1229	microRNA 1229
79629	3.96e-06	4.63e-07	0.1669	5.0411287	0.84126597	487.49	OCEL1	occludin/ELL domain containing 1
729230	3.99e-06	4.66e-07	0.2973	-5.0398557	-1.49843371	195.18	CCR2	C-C motif chemokine receptor 2
3176	3.99e-06	4.67e-07	0.1156	5.0394469	0.58275055	1141.22	HNMT	histamine N-methyltransferase
60686	3.99e-06	4.67e-07	0.1008	5.0395055	0.50780277	373.75	C14orf93	chromosome 14 open reading frame 93
57184	3.99e-06	4.67e-07	0.0726	5.039506	0.36579814	739.22	FAM219B	family with sequence similarity 219 member B
161497	4.00e-06	4.68e-07	0.1754	5.0391156	0.88364055	42.78	STRC	stereocilin
100507582	4.00e-06	4.68e-07	0.2019	-5.0388823	-1.01732188	114.9	BHLHE40-AS1	BHLHE40 antisense RNA 1
2647	4.01e-06	4.70e-07	0.2045	5.038183	1.03024237	1144.06	BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1
388125	4.03e-06	4.72e-07	0.2715	-5.037424	-1.3677598	385.11	C2CD4B	C2 calcium dependent domain containing 4B
105372104	4.03e-06	4.73e-07	0.2562	5.037091	1.29061506	8.46	ZBTB7C-AS1	ZBTB7C antisense RNA 1
7386	4.03e-06	4.73e-07	0.1887	5.0370325	0.9507165	3386.41	UQCRFS1	"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
92305	4.04e-06	4.74e-07	0.14	5.0365885	0.70503439	1592.62	TMEM129	"transmembrane protein 129, E3 ubiquitin ligase"
8140	4.04e-06	4.74e-07	0.2605	-5.0363536	-1.31195915	2116.69	SLC7A5	solute carrier family 7 member 5
2631	4.05e-06	4.76e-07	0.1026	5.0358533	0.5165144	1413.02	NIPSNAP2	nipsnap homolog 2
5003	4.07e-06	4.78e-07	0.2911	5.0350049	1.46553535	644.2	SLC22A18AS	SLC22A18 antisense RNA
80704	4.07e-06	4.78e-07	0.2058	5.0347482	1.03602349	262.3	SLC19A3	solute carrier family 19 member 3
8819	4.07e-06	4.78e-07	0.1194	-5.0348422	-0.60140417	312.05	SAP30	Sin3A associated protein 30
158062	4.07e-06	4.78e-07	0.2861	-5.0347632	-1.44052939	91.65	LCN6	lipocalin 6
10579	4.07e-06	4.79e-07	0.1411	5.0345928	0.7102694	1340.99	TACC2	transforming acidic coiled-coil containing protein 2
646576	4.08e-06	4.80e-07	0.2229	5.0341383	1.12216038	43.76	HHIP-AS1	HHIP antisense RNA 1
29969	4.09e-06	4.82e-07	0.1785	-5.033446	-0.89822435	746.69	MDFIC	MyoD family inhibitor domain containing
100288695	4.11e-06	4.84e-07	0.1511	-5.0327431	-0.76046956	134.58	LIMS4	LIM zinc finger domain containing 4
28922	4.13e-06	4.86e-07	0.3433	-5.0316281	-1.72742133	102.62	IGKV2-26	immunoglobulin kappa variable 2-26 (pseudogene)
54329	4.15e-06	4.89e-07	0.2241	-5.0305024	-1.12714815	16.49	GPR85	G protein-coupled receptor 85
10162	4.16e-06	4.91e-07	0.1279	5.029772	0.64319746	1022.07	LPCAT3	lysophosphatidylcholine acyltransferase 3
10923	4.17e-06	4.91e-07	0.0939	-5.0296175	-0.47205922	3135.31	SUB1	SUB1 regulator of transcription
5792	4.18e-06	4.93e-07	0.2455	5.0291216	1.23467261	7366.3	PTPRF	protein tyrosine phosphatase receptor type F
4247	4.20e-06	4.96e-07	0.1008	-5.0277345	-0.50676508	1178.51	MGAT2	"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
284194	4.21e-06	4.97e-07	0.3366	5.027405	1.69215459	393.02	LGALS9B	galectin 9B
100128782	4.21e-06	4.97e-07	0.1139	5.0272824	0.57265454	326.56	ERCC6L2-AS1	ERCC6L2 antisense RNA 1
9830	4.21e-06	4.98e-07	0.12	5.0271571	0.60334804	2791.76	TRIM14	tripartite motif containing 14
101927559	4.22e-06	4.99e-07	0.1745	-5.0266392	-0.87703759	674.69	CEBPB-AS1	CEBPB antisense RNA 1
1268	4.22e-06	4.99e-07	0.2633	-5.0265326	-1.32355813	237.21	CNR1	cannabinoid receptor 1
94059	4.23e-06	5.01e-07	0.1771	5.0260327	0.89023128	672.5	LENG9	leukocyte receptor cluster member 9
8209	4.24e-06	5.02e-07	0.1547	5.0255556	0.77732228	1366.7	GATD3	glutamine amidotransferase class 1 domain containing 3
132320	4.25e-06	5.03e-07	0.0864	-5.0251954	-0.43426814	376.15	SCLT1	sodium channel and clathrin linker 1
102724488	4.27e-06	5.06e-07	0.167	-5.0239469	-0.83913074	89.03	SYT15B	synaptotagmin 15B
28424	4.28e-06	5.07e-07	0.3367	-5.0236064	-1.69141416	2247.22	IGHV3-48	immunoglobulin heavy variable 3-48
112268147	4.29e-06	5.09e-07	0.1131	5.0229076	0.56811856	65.55	LOC112268147	
4881	4.31e-06	5.11e-07	0.2431	-5.0220232	-1.220661	418.61	NPR1	natriuretic peptide receptor 1
653464	4.31e-06	5.12e-07	0.2061	-5.0219262	-1.03494612	282.48	SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C
399694	4.33e-06	5.14e-07	0.2587	-5.020944	-1.29900304	56.55	SHC4	SHC adaptor protein 4
8651	4.36e-06	5.18e-07	0.1907	-5.0196909	-0.95749492	520.14	SOCS1	suppressor of cytokine signaling 1
23632	4.36e-06	5.19e-07	0.152	5.0191153	0.76303448	578.55	CA14	carbonic anhydrase 14
29970	4.36e-06	5.19e-07	0.2375	-5.019117	-1.19182291	137.83	SCHIP1	schwannomin interacting protein 1
100132403	4.36e-06	5.19e-07	0.2189	-5.0192842	-1.09874843	77.57	FAM157B	family with sequence similarity 157 member B
119391	4.36e-06	5.19e-07	0.1695	5.0191923	0.85062868	549.78	GSTO2	glutathione S-transferase omega 2
144608	4.36e-06	5.19e-07	0.1369	5.0192867	0.68736644	134.87	C12orf60	chromosome 12 open reading frame 60
170261	4.36e-06	5.19e-07	0.3493	-5.0191632	-1.75326487	33.44	ZCCHC12	zinc finger CCHC-type containing 12
23741	4.37e-06	5.20e-07	0.1144	-5.0188467	-0.57433885	2327.49	EID1	EP300 interacting inhibitor of differentiation 1
57506	4.39e-06	5.23e-07	0.1476	5.017788	0.74056116	4756.84	MAVS	mitochondrial antiviral signaling protein
55966	4.40e-06	5.24e-07	0.3498	-5.0171311	-1.75480619	67.03	AJAP1	adherens junctions associated protein 1
10276	4.43e-06	5.28e-07	0.1489	5.0157988	0.74682745	4036.56	NET1	neuroepithelial cell transforming 1
2805	4.43e-06	5.28e-07	0.1814	5.0156937	0.90981303	1871.85	GOT1	glutamic-oxaloacetic transaminase 1
55529	4.44e-06	5.29e-07	0.1946	-5.015364	-0.97579674	135.4	PIP4P2	"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2"
57143	4.44e-06	5.30e-07	0.1297	5.0152798	0.65058019	344.82	ADCK1	aarF domain containing kinase 1
84331	4.44e-06	5.30e-07	0.2745	5.015009	1.37642252	2063.5	MCRIP2	MAPK regulated corepressor interacting protein 2
5431	4.46e-06	5.32e-07	0.0787	-5.0142448	-0.39464035	2233.78	POLR2B	RNA polymerase II subunit B
105376749	4.46e-06	5.33e-07	0.2072	5.0140196	1.03880358	18.55	LOC105376749	uncharacterized LOC105376749
105378139	4.46e-06	5.33e-07	0.3337	5.0139325	1.67293795	9.62	LOC105378139	uncharacterized LOC105378139
162282	4.47e-06	5.34e-07	0.2636	5.0136094	1.32144118	11.31	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1
50650	4.48e-06	5.37e-07	0.1638	-5.012754	-0.82103862	587.98	ARHGEF3	Rho guanine nucleotide exchange factor 3
253639	4.50e-06	5.38e-07	0.0857	5.0121738	0.4297073	130.92	ZNF620	zinc finger protein 620
4277	4.50e-06	5.39e-07	0.184	-5.01176	-0.92230609	189.24	MICB	MHC class I polypeptide-related sequence B
10999	4.51e-06	5.40e-07	0.1876	5.0114856	0.93994819	1353.46	SLC27A4	solute carrier family 27 member 4
89944	4.55e-06	5.45e-07	0.269	5.0097111	1.34745834	902.49	GLB1L2	galactosidase beta 1 like 2
10544	4.55e-06	5.45e-07	0.1765	-5.0096838	-0.88395877	656.49	PROCR	protein C receptor
3514	4.55e-06	5.46e-07	0.2897	-5.009514	-1.45140114	313135.17	IGKC	immunoglobulin kappa constant
5128	4.56e-06	5.47e-07	0.205	-5.0090273	-1.02692629	905.32	CDK17	cyclin dependent kinase 17
51557	4.57e-06	5.48e-07	0.2613	5.0086715	1.30853936	91.59	LGSN	"lengsin, lens protein with glutamine synthetase domain"
50640	4.57e-06	5.48e-07	0.1644	-5.0085412	-0.82338465	977.82	PNPLA8	patatin like phospholipase domain containing 8
130132	4.57e-06	5.49e-07	0.1765	-5.0084041	-0.88409707	122.76	RFTN2	raftlin family member 2
282679	4.57e-06	5.49e-07	0.1271	5.0083854	0.63678235	77.37	AQP11	aquaporin 11
6016	4.57e-06	5.49e-07	0.0991	-5.0082297	-0.4961052	702.02	RIT1	Ras like without CAAX 1
55022	4.58e-06	5.50e-07	0.1245	5.0079033	0.62369051	767.61	PID1	phosphotyrosine interaction domain containing 1
100887750	4.61e-06	5.55e-07	0.078	5.0064237	0.39036309	238.46	MRPS31P5	mitochondrial ribosomal protein S31 pseudogene 5
120376	4.62e-06	5.56e-07	0.188	5.0059563	0.9411634	297.04	POU2AF3	POU class 2 homeobox associating factor 3
107985154	4.63e-06	5.58e-07	0.1266	5.0053379	0.63381751	105.1	LOC107985154	uncharacterized LOC107985154
114841040	4.64e-06	5.59e-07	0.2443	5.005003	1.222529	14.72	TNRC6B-DT	TNRC6B divergent transcript
100302652	4.66e-06	5.61e-07	0.1004	-5.0040382	-0.50241536	147.16	GPR75-ASB3	GPR75-ASB3 readthrough
57799	4.66e-06	5.61e-07	0.15	5.0040381	0.7507803	1044.07	RAB40C	"RAB40C, member RAS oncogene family"
65266	4.66e-06	5.62e-07	0.2984	5.0039896	1.49344058	1380.45	WNK4	WNK lysine deficient protein kinase 4
101928844	4.69e-06	5.65e-07	0.2982	5.0027504	1.49200112	170.78	LOC101928844	uncharacterized LOC101928844
105374890	4.69e-06	5.66e-07	0.2598	5.0025892	1.29988054	26.63	LOC105374890	uncharacterized LOC105374890
140902	4.69e-06	5.66e-07	0.3141	5.0023956	1.57106181	47.37	R3HDML	R3H domain containing like
201161	4.71e-06	5.69e-07	0.2153	5.0013525	1.07661851	504.12	CENPV	centromere protein V
64965	4.76e-06	5.75e-07	0.1268	4.9995497	0.63417539	793.05	MRPS9	mitochondrial ribosomal protein S9
160298	4.78e-06	5.77e-07	0.2126	4.9986133	1.06278658	113.78	C11orf42	chromosome 11 open reading frame 42
117177	4.79e-06	5.79e-07	0.1342	4.9979971	0.67079613	691.13	RAB3IP	RAB3A interacting protein
3712	4.81e-06	5.82e-07	0.1206	4.9970472	0.6026283	2387.45	IVD	isovaleryl-CoA dehydrogenase
10455	4.83e-06	5.84e-07	0.1642	4.9964321	0.82033632	1306.67	ECI2	enoyl-CoA delta isomerase 2
3033	4.83e-06	5.85e-07	0.1983	4.996153	0.99096555	3092.84	HADH	hydroxyacyl-CoA dehydrogenase
54809	4.83e-06	5.85e-07	0.2076	-4.9959664	-1.03716222	524.95	SAMD9	sterile alpha motif domain containing 9
116441	4.85e-06	5.88e-07	0.2473	-4.9952091	-1.23517935	246.61	TM4SF18	transmembrane 4 L six family member 18
55536	4.86e-06	5.88e-07	0.1162	4.9949804	0.5805427	575.88	CDCA7L	cell division cycle associated 7 like
80115	4.86e-06	5.89e-07	0.2718	4.9948109	1.35771561	2271.12	BAIAP2L2	BAR/IMD domain containing adaptor protein 2 like 2
121665	4.89e-06	5.93e-07	0.0762	4.9933273	0.38046893	1252.97	SPPL3	signal peptide peptidase like 3
165215	4.90e-06	5.95e-07	0.2682	-4.992909	-1.33886155	156.26	FAM171B	family with sequence similarity 171 member B
55130	4.90e-06	5.95e-07	0.2578	-4.9929805	-1.28715371	10.25	ODAD2	outer dynein arm docking complex subunit 2
107985285	4.90e-06	5.95e-07	0.2806	4.9929229	1.40087293	18.39	LOC107985285	uncharacterized LOC107985285
140886	4.90e-06	5.94e-07	0.2609	-4.9930595	-1.30280919	20.56	PABPC5	poly(A) binding protein cytoplasmic 5
1154	4.90e-06	5.95e-07	0.1285	4.9927191	0.64170699	574.02	CISH	cytokine inducible SH2 containing protein
154214	4.90e-06	5.96e-07	0.1548	-4.9924507	-0.7729923	365.47	RNF217	ring finger protein 217
25932	4.91e-06	5.97e-07	0.243	-4.9923178	-1.21304686	3964.95	CLIC4	chloride intracellular channel 4
2203	4.92e-06	5.98e-07	0.1868	4.9918388	0.93239689	981.91	FBP1	fructose-bisphosphatase 1
101060400	4.92e-06	5.98e-07	0.3066	4.9918078	1.53040802	742.8	LOC101060400	translation initiation factor IF-2
80054	4.92e-06	5.99e-07	0.2612	4.9915325	1.30374861	241.03	CEBPA-DT	CEBPA divergent transcript
100852407	4.93e-06	6.00e-07	0.1094	-4.9911604	-0.54590942	57.61	CARS1-AS1	CARS1 antisense RNA 1
105373976	4.93e-06	6.01e-07	0.2343	4.9908442	1.16938706	95.54	LOC105373976	
10150	4.93e-06	6.01e-07	0.1503	-4.9908868	-0.75034638	1201.48	MBNL2	muscleblind like splicing regulator 2
202020	4.93e-06	6.02e-07	0.1454	4.9907177	0.72572145	71.51	TAPT1-AS1	TAPT1 antisense RNA 1 (head to head)
81855	4.94e-06	6.03e-07	0.1441	-4.9903079	-0.71924797	888.75	SFXN3	sideroflexin 3
102724788	4.94e-06	6.03e-07	0.2442	4.9901429	1.21842529	101.2	LOC102724788	replaced by ID 5625
116150	4.95e-06	6.05e-07	0.11	-4.9897473	-0.54910101	1102.69	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit
22821	4.97e-06	6.07e-07	0.1612	-4.9890492	-0.80398965	923.04	RASA3	RAS p21 protein activator 3
913	4.97e-06	6.08e-07	0.2887	4.9887661	1.44016466	22.89	CD1E	CD1e molecule
105371809	4.98e-06	6.08e-07	0.2959	4.9886582	1.47598455	607.49	LINC02086	long intergenic non-protein coding RNA 2086
30850	4.99e-06	6.10e-07	0.1926	-4.9880441	-0.96071104	275.37	CDR2L	cerebellar degeneration related protein 2 like
4967	5.02e-06	6.14e-07	0.0981	4.9867236	0.48921749	3360.58	OGDH	oxoglutarate dehydrogenase
203102	5.03e-06	6.15e-07	0.1875	4.9863523	0.93470289	46.58	ADAM32	ADAM metallopeptidase domain 32
54862	5.03e-06	6.16e-07	0.1832	4.9860989	0.91328603	2789.35	CC2D1A	coiled-coil and C2 domain containing 1A
55684	5.07e-06	6.21e-07	0.1694	4.984707	0.84459168	4563.73	RABL6	"RAB, member RAS oncogene family like 6"
100996662	5.08e-06	6.22e-07	0.1332	4.9842226	0.66412009	27.62	LOC100996662	uncharacterized LOC100996662
105372935	5.13e-06	6.28e-07	0.161	-4.9822867	-0.80237806	13.75	FAM247A	family with sequence similarity 247 member A
206412	5.14e-06	6.30e-07	0.1509	4.9819351	0.75184821	31.29	C6orf163	chromosome 6 open reading frame 163
171022	5.14e-06	6.31e-07	0.3155	4.9815798	1.57165927	256.34	ABHD11-AS1	ABHD11 antisense RNA 1 (tail to tail)
9236	5.16e-06	6.33e-07	0.1219	-4.980991	-0.60714591	1106.28	CCPG1	cell cycle progression 1
105371419	5.16e-06	6.34e-07	0.2433	4.9806646	1.21201827	95.22	LOC105371419	
107	5.21e-06	6.39e-07	0.1991	-4.9789131	-0.99143984	71.44	ADCY1	adenylate cyclase 1
5317	5.22e-06	6.42e-07	0.2752	-4.9782702	-1.36991485	25.55	PKP1	plakophilin 1
3215	5.22e-06	6.42e-07	0.241	4.9781724	1.19981295	530.93	HOXB5	homeobox B5
23417	5.24e-06	6.44e-07	0.1089	4.9773848	0.54210221	573.02	MLYCD	malonyl-CoA decarboxylase
